person_id	type	persName	Qualité	Année de naissance	Année de décès	note type=def	note type=Mariette	BNF_URL	dataBnF	IDRef	VIAF	idno Wikidata
CoEg_pers_00000235	hist	Jésus de Nazareth								https://www.idref.fr/027325636	https://viaf.org/viaf/73945424	https://www.wikidata.org/wiki/Q51666
CoEg_pers_00000236	hist	Nabuchodonosor II	Roi babylonien							https://www.idref.fr/073929395	https://viaf.org/viaf/67850417	https://www.wikidata.org/wiki/Q12591
CoEg_pers_00000237	contemp	Servaux, Eugène	Haut fonctionnaire	1815	1890	Chef du bureau des travaux historiques au ministère de l'Instruction publique						
CoEg_pers_00000238	contemp	Ferry, Jules	Homme d'État	1832	1893			https://catalogue.bnf.fr/ark:/12148/cb12513455m	https://data.bnf.fr/ark:/12148/cb12513455m	https://www.idref.fr/027316904	https://viaf.org/viaf/5038341	https://www.wikidata.org/wiki/Q959708
CoEg_pers_00000239	contemp	Waddington, William Henry	Homme d'État	1826	1894			https://catalogue.bnf.fr/ark:/12148/cb127512741	https://data.bnf.fr/ark:/12148/cb127512741	https://www.idref.fr/035782951	https://viaf.org/viaf/64130319	https://www.wikidata.org/wiki/Q548696
CoEg_pers_00000240	contemp	Fortoul, Hippolyte	Homme d'État	1811	1856			https://catalogue.bnf.fr/ark:/12148/cb125108748	https://data.bnf.fr/ark:/12148/cb125108748	https://www.idref.fr/034344144	https://viaf.org/viaf/64111595	https://www.wikidata.org/wiki/Q3136058
CoEg_pers_00000241	contemp	Peyron, Amedeo	Philologue coptisant	1785	1870			https://catalogue.bnf.fr/ark:/12148/cb13514697g	https://data.bnf.fr/ark:/12148/cb13514697g	https://www.idref.fr/050486020	https://viaf.org/viaf/19835436	https://www.wikidata.org/wiki/Q451744
CoEg_pers_00000242	hist	Théophile d'Antioche	Écrivain grec					https://catalogue.bnf.fr/ark:/12148/cb130917149	https://data.bnf.fr/ark:/12148/cb130917149	https://www.idref.fr/02797863X	https://viaf.org/viaf/164007222/	https://www.wikidata.org/wiki/Q220787
CoEg_pers_00000243	contemp	Maury, Alfred	Érudit	1817	1892			https://catalogue.bnf.fr/ark:/12148/cb119152793	https://data.bnf.fr/ark:/12148/cb119152793	https://www.idref.fr/027019217	https://viaf.org/viaf/68932704	https://www.wikidata.org/wiki/Q1972200
CoEg_pers_imn	contemp	À identifier				Personne non encore identifiée						
CoEg_pers_00000244	contemp	Desjardins, Ernest	Géographe	1823	1886			https://catalogue.bnf.fr/ark:/12148/cb13003254s	https://data.bnf.fr/ark:/12148/cb13003254s	https://www.idref.fr/078046017	https://viaf.org/viaf/39510149	https://www.wikidata.org/wiki/Q2745819
CoEg_pers_00000245	contemp	Lesseps (de), Ferdinand	Diplomate et entrepreneur	1805	1894			https://catalogue.bnf.fr/ark:/12148/cb12068024m	https://data.bnf.fr/ark:/12148/cb12068024m	https://www.idref.fr/027686787	https://viaf.org/viaf/4952685	https://www.wikidata.org/wiki/Q209169
CoEg_pers_00000246	boat	America	Bateau à vapeur de la Österreichischer Lloyd opérant sur la ligne Trieste-Alexandrie									
CoEg_pers_00000247	boat	mon bateau (1862)	// Ramsès ?									
CoEg_pers_00000248	contemp	Desjardins (née Picot), Pauline Marie Cécile		1841	1933							
CoEg_pers_00000249	contemp	Artois (d'), Henri (comte de Chambord)		1820	1883			https://catalogue.bnf.fr/ark:/12148/cb11895952g	https://data.bnf.fr/ark:/12148/cb11895952g	https://www.idref.fr/026776901	https://viaf.org/viaf/49223104	https://www.wikidata.org/wiki/Q88851
CoEg_pers_00000250	contemp	Orléans (d'), Philippe (comte de Paris)		1838	1894			https://catalogue.bnf.fr/ark:/12148/cb12570033q	https://data.bnf.fr/ark:/12148/cb12570033q	https://www.idref.fr/035011165	https://viaf.org/viaf/204321352	https://www.wikidata.org/wiki/Q354477
CoEg_pers_00000251	contemp	Picot, Émile	Linguiste	1844	1918		Beau-frère d'Ernest Dujastin et protégé de Mme Cornu, comme Mariette et Desjardins. 	https://catalogue.bnf.fr/ark:/12148/cb12422302j	https://data.bnf.fr/ark:/12148/cb12422302j	https://www.idref.fr/033348103	https://viaf.org/viaf/88893145	https://www.wikidata.org/wiki/Q286322
CoEg_pers_00000252	contemp	Burguières Bey (docteur)				Médecin d'Ismaïl Pacha ; correspondant également avec Desjardins		https://catalogue.bnf.fr/ark:/12148/cb10464467f	https://data.bnf.fr/ark:/12148/cb10464467f			
CoEg_pers_00000253	hist	Smendès	Roi égyptien (XXIe dynastie)								https://viaf.org/viaf/308219364	https://www.wikidata.org/wiki/Q336395
CoEg_pers_00000254	contemp	Pingard, Antonius		1797	1885	Chef du secrétariat de l'Institut de France						
CoEg_pers_00000255	contemp	Abdulaziz	Sultan ottoman	1830	1876			https://catalogue.bnf.fr/ark:/12148/cb153663404	https://data.bnf.fr/ark:/12148/cb153663404	https://www.idref.fr/102198012	https://viaf.org/viaf/122114473	https://www.wikidata.org/wiki/Q151500
CoEg_pers_00000256	contemp	Mariette, Victor Ferdinand		1863	1865	Fils de Mariette						
CoEg_pers_00000257	contemp	Lemercier	Éditeur									
CoEg_pers_00000258	contemp	Marie-Clothilde de Savoie	Princesse	1843	1911	dite princesse Napoléon		https://catalogue.bnf.fr/ark:/12148/cb12651583n	https://data.bnf.fr/ark:/12148/cb12651583n	https://www.idref.fr/155321633	https://viaf.org/viaf/316441660	https://www.wikidata.org/wiki/Q923098
CoEg_pers_00000259	contemp	Oppert, Jules	Assyriologue	1825	1905			https://catalogue.bnf.fr/ark:/12148/cb13492740s	https://data.bnf.fr/ark:/12148/cb13492740s	https://www.idref.fr/050276735	https://viaf.org/viaf/165060	https://www.wikidata.org/wiki/Q63488
CoEg_pers_00000260	contemp	Bulwer, Henry	Diplomate britannique	1801	1872	Ambassadeur du Royaume-Uni à la Sublime Porte de 1858 à 1865		https://catalogue.bnf.fr/ark:/12148/cb113365337	https://data.bnf.fr/ark:/12148/cb113365337	https://www.idref.fr/09042820X	https://viaf.org/viaf/3253704	https://www.wikidata.org/wiki/Q3132669
CoEg_pers_00000261	contemp	Noubar Pacha	Homme d'État	1825	1899	Secrétaire du vice-roi d'Égypte et successivement ministre des Travaux publics, ministre des Affaires étrangères et Premier ministre		https://catalogue.bnf.fr/ark:/12148/cb15117811s	https://data.bnf.fr/ark:/12148/cb15117811s		https://viaf.org/viaf/29830024	https://www.wikidata.org/wiki/Q595285
CoEg_pers_00000262	contemp	Regnault, Hector				Professeur de physique et de chimie	Mariette l'a connu à Boulogne-sur-Mer					
CoEg_pers_00000263	contemp	Foucart, Paul	Helléniste	1836	1926			https://catalogue.bnf.fr/ark:/12148/cb12137811s	https://data.bnf.fr/ark:/12148/cb12137811s	https://www.idref.fr/029834945	https://viaf.org/viaf/27101859	https://www.wikidata.org/wiki/Q821261
CoEg_pers_00000264	boat	Ramsès	Bateau à vapeur du service des antiquités				Il était utilisé par Mariette en 1862, mais lui fut retiré avant fin 1864 et semble lui avoir été rendu en 1865					
CoEg_pers_00000265	contemp	Rothschild (de), Edmond	Banquier et collectionneur	1845	1934			https://catalogue.bnf.fr/ark:/12148/cb119351526	https://data.bnf.fr/ark:/12148/cb119351526	https://www.idref.fr/077454340	https://viaf.org/viaf/54415870	https://www.wikidata.org/wiki/Q467167
CoEg_pers_00000266	contemp	Péreire, Henri						https://catalogue.bnf.fr/ark:/12148/cb16946962v	https://data.bnf.fr/ark:/12148/cb16946962v		https://viaf.org/viaf/95951049/	
CoEg_pers_00000267	contemp	Vincent, Alexandre-Joseph-Hidulphe	Érudit	1797	1868			https://catalogue.bnf.fr/ark:/12148/cb12169177w	https://data.bnf.fr/ark:/12148/cb12169177w	https://www.idref.fr/030231981	https://viaf.org/viaf/27107261	https://www.wikidata.org/wiki/Q12950875
CoEg_pers_00000268	contemp	Bravay, François		1817	1874	Aventurier et homme d'affaire en Égypte puis parlementaire		https://catalogue.bnf.fr/ark:/12148/cb11049524p	https://data.bnf.fr/ark:/12148/cb11049524p		https://viaf.org/viaf/49217961	https://www.wikidata.org/wiki/Q3084096
CoEg_pers_00000269	contemp	Dümichen, Johannes	Égyptologue	1833	1894			https://catalogue.bnf.fr/ark:/12148/cb12967210s	https://data.bnf.fr/ark:/12148/cb12967210s	https://www.idref.fr/060865466	https://viaf.org/viaf/19982992	https://www.wikidata.org/wiki/Q72177
CoEg_pers_00000270	contemp	Renan, Ernest	Savant	1823	1892		Il voyagea en Égypte avec Mariette en 1865	https://catalogue.bnf.fr/ark:/12148/cb119214865	https://data.bnf.fr/ark:/12148/cb119214865	https://www.idref.fr/027094170	https://viaf.org/viaf/100170528	https://www.wikidata.org/wiki/Q157155
CoEg_pers_00000272	contemp	Floris, Michel Ange		1809	1888	Directeur de l'atelier du musée du Caire						
CoEg_pers_00000273	hist	Séthi Ier	Roi égyptien (XIXe dynastie)								https://viaf.org/viaf/144996654/	https://www.wikidata.org/wiki/Q157918
CoEg_pers_00000274	contemp	Russel, Stanislas	Explorateur	1811	1862			https://catalogue.bnf.fr/ark:/12148/cb10575646n	https://data.bnf.fr/ark:/12148/cb10575646n	https://www.idref.fr/204005353	https://viaf.org/viaf/311296474	https://www.wikidata.org/wiki/Q23901670
CoEg_pers_00000275	hist	Ménès	Roi égyptien (Ire dynastie)								https://viaf.org/viaf/44150516675503442671/	https://www.wikidata.org/wiki/Q189582
CoEg_pers_00000276	contemp	Revilloud	Médecin				Participa à une mission médicale envoyée en Égypte pour lutter contre le choléra en 1865, au cours de laquelle il soigna – sans pouvoir la sauver – la femme de Mariette					
CoEg_pers_00000277	contemp	Gaillardot, Charles	Médecin	1814	1883			https://catalogue.bnf.fr/ark:/12148/cb153231839	https://data.bnf.fr/ark:/12148/cb153231839	https://www.idref.fr/183612914	https://viaf.org/viaf/29832833/	https://www.wikidata.org/wiki/Q18783417
CoEg_pers_00000278	contemp	Mariette, Alphonse					Frère de Mariette ; vivait au Royaume-Uni					
CoEg_pers_00000279	contemp	Baillère, Henri Paul Charles	Libraire-éditeur	1840	1905		Voyagea en Égypte en 1867	https://catalogue.bnf.fr/ark:/12148/cb12997980h	https://data.bnf.fr/ark:/12148/cb12997980h	http://www.idref.fr/033647739	http://viaf.org/viaf/19812004	
CoEg_pers_00000280	contemp	Saulcy (de), Félicien	Archéologue	1807	1880			https://catalogue.bnf.fr/ark:/12148/cb12245110d	https://data.bnf.fr/ark:/12148/cb12245110d	https://www.idref.fr/03118748X	https://viaf.org/viaf/195673808	https://www.wikidata.org/wiki/Q55072238
CoEg_pers_00000281	contemp	Brugsch [Pacha], Heinrich	Égyptologue	1827	1894			https://catalogue.bnf.fr/ark:/12148/cb13538401f	https://data.bnf.fr/ark:/12148/cb13538401f	https://www.idref.fr/050688316	https://viaf.org/viaf/17384630	https://www.wikidata.org/wiki/Q213729
CoEg_pers_00000282	contemp	Vieweg	Libraire-éditeur					https://catalogue.bnf.fr/ark:/12148/cb15959082s	https://data.bnf.fr/ark:/12148/cb15959082s			
CoEg_pers_00000283	contemp	Goyer, Félix Émile	Lithographe	1818								
CoEg_pers_00000284	contemp	Franck, A.	Libraire-éditeur							https://www.idref.fr/104569336		
CoEg_pers_00000285	contemp	Faure, Dorothée Wilhelmine Suzanne	Née Pöhls	1821	1868	Mère d'Albert et Aline Faure » ; son fils et elles sont tous deux mentionnés dans la correspondance entretenue par Émile Picot, beau-frère de Desjardins (Folschweiller, Cécile [éd.], Émile Picot, secrétaire du prince de Roumanie. Correspondance de Bucarest (1866-1867), Paris, Presses de l'Inalco, 2020 [https://books.openedition.org/pressesinalco/32456]).						
CoEg_pers_00000286	contemp	Faure, Aline		1849	1921	Sœur d'Albert Faure	Membre du cercle des Desjardins et des Picot					
CoEg_pers_00000287	contemp	Faure, Albert		1841	1901	Fils de « Madame Faure » ; tous deux sont mentionnés dans la correspondance entretenue par Émile Picot, beau-frère de Desjardins (Folschweiller, Cécile [éd.], Émile Picot, secrétaire du prince de Roumanie. Correspondance de Bucarest (1866-1867), Paris, Presses de l'Inalco, 2020 [https://books.openedition.org/pressesinalco/32456]).						
CoEg_pers_imn	contemp	À identifier				Personne non encore identifiée						
CoEg_pers_00000288	contemp	Surell, Alexandre	Ingénieur	1813	1887		Participant au voyage du Qasd el-Kheir avec Rhoné, Péreire et Devéria	https://catalogue.bnf.fr/ark:/12148/cb106238267	https://data.bnf.fr/ark:/12148/cb106238267	https://www.idref.fr/074076043	https://viaf.org/viaf/7381312	https://www.wikidata.org/wiki/Q2833527
CoEg_pers_00000289	contemp	Desjardins, Paul	Journaliste	1859	1940		Fils d'Ernest Desjardins	https://catalogue.bnf.fr/ark:/12148/cb12874914d	https://data.bnf.fr/ark:/12148/cb12874914d	https://www.idref.fr/066899400	https://viaf.org/viaf/5060337	https://www.wikidata.org/wiki/Q932340
CoEg_pers_00000290	contemp	Say, Léon	Journaliste	1826	1896			https://catalogue.bnf.fr/ark:/12148/cb12510876z	https://data.bnf.fr/ark:/12148/cb12510876z	https://www.idref.fr/034344160	https://viaf.org/viaf/66572769	https://www.wikidata.org/wiki/Q3271322
CoEg_pers_00000291	contemp	Maspero, Gaston	Égyptologue	1846	1916	Successeur de Mariette à la tête du service dans antiquités de l'Égypte		https://catalogue.bnf.fr/ark:/12148/cb11914963d	https://data.bnf.fr/ark:/12148/cb11914963d	https://www.idref.fr/027014967	https://viaf.org/viaf/89234658	https://www.wikidata.org/wiki/Q311816
CoEg_pers_00000292	contemp	Picot, Madame	Belle-mère de Desjardins, ou belle-soeur ?									
CoEg_pers_00000293	contemp	Moustier (de), Léonel	Homme d'État	1817	1869	Ministre des Affaires étrangères (1866-1868)		https://catalogue.bnf.fr/ark:/12148/cb14406329d	https://data.bnf.fr/ark:/12148/cb14406329d	https://www.idref.fr/094829241	https://viaf.org/viaf/52618161	https://www.wikidata.org/wiki/Q3271673
CoEg_pers_00000294	contemp	Schefer, Charles	Orientaliste	1820	1898	Administrateur de l'École nationale des langues orientales (1867-1898)	Mariette écrit « Scheffer »	https://catalogue.bnf.fr/ark:/12148/cb11923928v	https://data.bnf.fr/ark:/12148/cb11923928v	www.idref.fr/027125661	https://viaf.org/viaf/32002664/	https://www.wikidata.org/wiki/Q2960200
CoEg_pers_00000295	contemp	Guillaume Ier	Roi de Prusse puis empereur d'Allemagne	1797	1888			https://catalogue.bnf.fr/ark:/12148/cb113442872	https://data.bnf.fr/ark:/12148/cb113442872	https://www.idref.fr/027764486	https://viaf.org/viaf/43148190	https://www.wikidata.org/wiki/Q150652
CoEg_pers_00000296	contemp	Vassalli Bey, Luigi		1812	1887	Assistant de Mariette, conservateur adjoint du musée du Caire ; il assuma la direction par intérim du musée et du service des antiquités entre la mort de Mariette et la nomination de Maspero à sa succession (18 janvier-10 février 1881)		https://catalogue.bnf.fr/ark:/12148/cb14646329k	https://data.bnf.fr/ark:/12148/cb14646329k	https://www.idref.fr/177530707	https://viaf.org/viaf/29790996	https://www.wikidata.org/wiki/Q1393092
CoEg_pers_00000297	contemp	Wescher, Carl	Archéologue	1832	1904			https://catalogue.bnf.fr/ark:/12148/cb10339147d	https://data.bnf.fr/ark:/12148/cb10339147d	https://www.idref.fr/083614214	https://viaf.org/viaf/52463826/	https://www.wikidata.org/wiki/Q15429532
CoEg_pers_00000298	contemp	Renier, Léon	Historien	1809	1885		Maître d'Ernest Desjardins	https://catalogue.bnf.fr/ark:/12148/cb127570758	https://data.bnf.fr/ark:/12148/cb127570758	https://www.idref.fr/03017760X	https://viaf.org/viaf/12432329	https://www.wikidata.org/wiki/Q961496
CoEg_pers_00000299	contemp	Millon, Silvain					Beau-père de Mariette					
CoEg_pers_00000301	contemp	Theremin	Diplomate			Consul de Prusse						
CoEg_pers_00000302	contemp	Figari Bey, Antonio	Naturaliste	1804	1870			https://catalogue.bnf.fr/ark:/12148/cb15320196x	https://data.bnf.fr/ark:/12148/cb15320196x	https://www.idref.fr/179273027	https://viaf.org/viaf/47065433	https://www.wikidata.org/wiki/Q5643533
CoEg_pers_00000303	contemp	Jourdain, Charles	Haut fonctionnaire	1817	1886	Chef de la division de la comptabilité au ministère de l'Instruction publique (1852-1869)		https://catalogue.bnf.fr/fr/12123005/charles_jourdain/	https://data.bnf.fr/fr/12123005/charles_jourdain/	https://www.idref.fr/029649811	https://viaf.org/viaf/24634345/	https://www.wikidata.org/wiki/Q4181876
CoEg_pers_00000304	contemp	Duruy, Victor	Homme d'État	1811	1894	Ministre de l'Instruction publique (1863-1869)		https://catalogue.bnf.fr/ark:/12148/cb12453369p	https://data.bnf.fr/ark:/12148/cb12453369p	https://www.idref.fr/027783278	https://viaf.org/viaf/66562025	https://www.wikidata.org/wiki/Q583868
CoEg_pers_00000305	contemp	Émille				Consul vers 1869						
CoEg_pers_00000306	contemp	Mariette, Edmond					Frère de Mariette					
CoEg_pers_00000307	contemp	Mariette, Zoé					Sœur de Mariette					
CoEg_pers_00000308	contemp	Moustapha Fazil Pacha	Prince égyptien	1830	1875	Fils d'Ibrahim Pacha					https://viaf.org/viaf/4515045	https://www.wikidata.org/wiki/Q3777410
CoEg_pers_00000309	contemp	Apt				Collaborateur de Goyer						
CoEg_pers_00000310	contemp	François-Joseph Ier	Empereur d'Autriche et roi de Hongrie	1830	1916			https://catalogue.bnf.fr/ark:/12148/cb12239721g	https://data.bnf.fr/ark:/12148/cb12239721g	https://www.idref.fr/027324583	https://viaf.org/viaf/32787948	https://www.wikidata.org/wiki/Special:EntityPage/Q51056
CoEg_pers_00000311	contemp	Frédéric III	Empereur d'Allemagne	1831	1888	Alias Hohenzollern (de), Frédéric-Guillaume		https://catalogue.bnf.fr/ark:/12148/cb11343689m	https://data.bnf.fr/ark:/12148/cb11343689m	https://www.idref.fr/081134983	https://viaf.org/viaf/14227653	https://www.wikidata.org/wiki/Special:EntityPage/Q58600
CoEg_pers_00000312	contemp	Esmangart de Bournonville (comte de Saint-Maurice), Charles Gaston		1831	1905	Aventurier et collectionneur						
CoEg_pers_00000313	contemp	Davillier-Regnaud de Saint-Jean d'Angély, Edmond		1824	1908	Premier écuyer de Napoléon III						
CoEg_pers_00000314	contemp	Khalil Bey	Diplomate	1831	1879	alias Khalil Chérif Pacha		https://catalogue.bnf.fr/ark:/12148/cb13744953n	https://data.bnf.fr/ark:/12148/cb13744953n	https://www.idref.fr/08611560X	https://viaf.org/viaf/42726413/	https://www.wikidata.org/wiki/Q506933
CoEg_pers_00000315	contemp	Eisenlohr, August	Égyptologue	1832	1902			https://catalogue.bnf.fr/ark:/12148/cb104333392	https://data.bnf.fr/ark:/12148/cb104333392	https://www.idref.fr/162076541	https://viaf.org/viaf/47513170	https://www.wikidata.org/wiki/Q112519
CoEg_pers_00000316	contemp	Chabas, François	Égyptologue	1817	1882			https://catalogue.bnf.fr/ark:/12148/cb12335105s	https://data.bnf.fr/ark:/12148/cb12335105s	https://www.idref.fr/032293623	https://viaf.org/viaf/64077749	https://www.wikidata.org/wiki/Q558406
CoEg_pers_00000317	contemp	Weidenbach, Ernst	Graveur	1818	1884							
CoEg_pers_00000318	contemp	Hamy, Ernest-Théodore	Anthropologue	1842	1908			https://catalogue.bnf.fr/ark:/12148/cb119068235	https://data.bnf.fr/ark:/12148/cb119068235	https://www.idref.fr/026913860	https://viaf.org/viaf/44299915	https://www.wikidata.org/wiki/Q1356363
CoEg_pers_00000319	contemp	Harris, Anthony Charles	Collectionneur	1790	1869					https://www.idref.fr/127955674	https://viaf.org/viaf/91674207	https://www.wikidata.org/wiki/Q526842
CoEg_pers_00000320	contemp	Harris, Selma		v. 1827	1899							
CoEg_pers_00000321	hist	Ramsès III	Roi égyptien (Xxe dynastie)					https://catalogue.bnf.fr/ark:/12148/cb12253993v	https://data.bnf.fr/ark:/12148/cb12253993v	https://www.idref.fr/031297587	https://viaf.org/viaf/45777651	https://www.wikidata.org/wiki/Q1528
CoEg_pers_00000322	contemp	Watteville du Grabe (de), Oscar-Amédée	Haut fonctionnaire français	1824	1901			https://catalogue.bnf.fr/ark:/12148/cb12574020b	https://data.bnf.fr/ark:/12148/cb12574020b	https://www.idref.fr/095038523	https://viaf.org/viaf/56989662	https://www.wikidata.org/wiki/Q47408292
CoEg_pers_00000323	contemp	Chélu Pacha, Alfred J.	Ingénieur		1916			https://catalogue.bnf.fr/ark:/12148/cb10188137j	https://data.bnf.fr/ark:/12148/cb10188137j	http://www.idref.fr/100938167	http://viaf.org/viaf/97730686	
CoEg_pers_00000324	contemp	Chélu, Madame										
CoEg_pers_00000325	contemp	Dubief, Louis		1821	1891	Directeur de l'Institution Sainte-Barbe		https://catalogue.bnf.fr/ark:/12148/cb10268189j	https://data.bnf.fr/ark:/12148/cb10268189j		http://viaf.org/viaf/197829705	http://wikidata.org/entity/Q16056002
CoEg_pers_00000326	contemp	Fenardent	Graveur									
CoEg_pers_00000327	contemp	Barrot Bey				Chef de cabinet d'Ismaïl Pacha						
CoEg_pers_00000328	contemp	Desjardins, Abel		1870		Fils d'Ernest Desjardins						
CoEg_pers_00000271	contemp	Mariette, Éléonore Fanny		1857	1861		Fille de Mariette					
CoEg_pers_00000300	contemp	Mariette, Félix Sylvain Eugène		1859	?		Fils de Mariette					
CoEg_pers_00000329	contemp	Mariette, Alfred Ferdinand Paulin		1861	1943		Fils de Mariette					
CoEg_pers_00000330	contemp	Mariette, Hortense Éléonore Louise		1862	1884		Fille de Mariette					
